순번,지역,조회지역,업종,분야,상호,대표자,우편번호,본사주소,전화번호
10022,경기(남),시흥시,방염업,합판목재류,바른소방 주식회사,이준범,14905,경기도 시흥시 복지로63번길 4-11 (대야동),031-311-4441
10023,경기(남),시흥시,방염업,합성수지류,미가사 소파,김길현,14932,경기도 시흥시 수인로3106번길 281 (과림동),02-2687-3474
10024,경기(남),시흥시,방염업,합판목재류,삼호방재,이용효,15018,"경기도 시흥시 봉화로144번길 33-6 , 1층(정왕동)",070-7594-6119
10025,경기(남),시흥시,방염업,합성수지류,코알라쇼파,황성일,15089,"경기도 시흥시 군자천로185번길 66 ,(정왕동)",031-433-7711
10026,경기(남),시흥시,방염업,합성수지류,(주)오크피아,강종순,14935,경기도 시흥시 박달로 186 (목감동),031-443-6633
10027,경기(남),시흥시,방염업,합성수지류,가나쇼파,이용석,14950,"경기도 시흥시 신천로44번길 16 , 지층(신천동)",031-312-7511
10028,경기(남),시흥시,방염업,합성수지류,아람 쇼파,유대식,14970,경기도 시흥시 범말길 22 (월곶동),031-311-6469
10029,경기(남),시흥시,방염업,합판목재류,주식회사 주안산업,이기봉,14932,경기도 시흥시 금오로292번길 11 (과림동),031-317-1953
10030,경기(남),시흥시,방염업,합판목재류,팀텍 주식회사,구정미,15090,"경기도 시흥시 공단1대로196번길 12 , 시화공단2다304호(정왕동)",031-495-8821
10031,경기(남),시흥시,방염업,합판목재류,주식회사 대명에프앤씨,정명학,14917,"경기도 시흥시 대은로 80 , 701호(은행동, 하이런빌딩)",031-506-0219
10032,경기(남),시흥시,방염업,합판목재류,주식회사 하나소방,문희천,15103,"경기도 시흥시 공단1대로 244 , 4동 303호(정왕동)",031-499-1192
10033,경기(남),안산시,방염업,합판목재류,주식회사 디에스이엔씨,정맹석,15433,"경기도 안산시 단원구 동산로 63 , 359호(원시동)",031-401-0103
10034,경기(남),안산시,방염업,합성수지류,(주)효산LPL,장영환,15423,경기도 안산시 단원구 성곡로 52 (성곡동),031-495-5758
10035,경기(남),안산시,방염업,합판목재류,대창방재,박정송,15466,"경기도 안산시 단원구 이삭1길 11 , 201호(고잔동)",031-480-7119
10036,경기(남),안산시,방염업,합판목재류,지에스산건(주),하만진,15418,"경기도 안산시 단원구 별망로 175 ,(성곡동)",031-498-8800
10037,경기(남),안산시,방염업,합성수지류,매직쇼파,엄진,15301,경기도 안산시 상록구 수인로 1790-8 공장B동 1호(부곡동),031-418-4789
10038,경기(남),안산시,방염업,합성수지류,유신메라민공업(주),홍성표,15605,"경기도 안산시 단원구 산단로67번길 150 ,(목내동)",031-491-1686
10039,경기(남),안산시,방염업,합성수지류,주식회사 디케이앤디,최민석,15604,경기도 안산시 단원구 별망로 345 (성곡동),031-491-6633
10040,경기(남),안산시,방염업,합판목재류,혜성방재산업,염정일,15296,"경기도 안산시 상록구 성포로 30 ,421호(성포동,사이버스튜디오)",031-402-4025
10041,경기(남),안산시,방염업,합판목재류,국민소방방재산업,최수남,15476,"경기도 안산시 단원구 광덕1로 163 , 206호(고잔동, 동남레이크빌Ⅱ)",031-319-3119
10042,경기(남),안산시,방염업,합판목재류,신화인더스,이용식,15431,"경기도 안산시 단원구 산단로 326 , 18동 116호(원곡동)",031-439-9113
10043,경기(남),안산시,방염업,합판목재류,영림임업(주),황복현,15426,경기도 안산시 단원구 산단로 339 (신길동),032-818-8800
10044,경기(남),안산시,방염업,합성수지류,(주)원진우드,이안섭,15436,"경기도 안산시 단원구 시우로 92-20 (초지동, 반월공단12블럭9롯트)",031-433-6503
10045,경기(남),안산시,방염업,합판목재류,엔에스(NS)소방,이민욱,15475,"경기도 안산시 단원구 광덕서로 43 , 106동 104호(고잔동, 단원마을아파트)",070-8621-1119
10046,경기(남),안산시,방염업,합판목재류,대명소방산업,"이경훈,신광희",15433,"경기도 안산시 단원구 동산로 63 , 3층 353호(원시동)",031-8042-5911
10047,경기(남),안산시,방염업,합성수지류,주식회사 케이에스더블유,박식순,15605,경기도 안산시 단원구 산단로67번길 126 (목내동),031-8057-3034
10048,경기(남),안산시,방염업,합판목재류,삼인이앤씨,"송병욱,김세종",15431,"경기도 안산시 단원구 산단로 348 , C동 309호(원곡동, 안산유통상가2차)",031-493-4602
10049,경기(남),안성시,방염업,합판목재류,현대방재기술,박상은,17568,경기도 안성시 서동대로 5122 (당왕동),031-675-2483
10050,경기(남),안성시,방염업,합판목재류,조은방염,이정은,456-812,경기도 안성시 원곡면 성주리 10,031-338-5481
10051,경기(남),안성시,방염업,합판목재류,하이벨라 주식회사,황기원,17606,경기도 안성시 서운면 바우덕이로 197-12 .,031-672-3324
10052,경기(남),안양시,방염업,합판목재류,고구려방재(주),송광주,13967,"경기도 안양시 만안구 안양로 456  ,2층 (석수동)",031-473-4911
10053,경기(남),안양시,방염업,합성수지류,크로바쇼파,정남기,13982,경기도 안양시 만안구 박달로479번길 9-2 (박달동),031-447-5582
10054,경기(남),안양시,방염업,합판목재류,소방나라119,강승훈,13975,"경기도 안양시 만안구 와룡로3번길 89 ,(석수동)",070-4038-7119
10055,경기(남),안양시,방염업,합성수지류,그랜드가구,이시열,13969,"경기도 안양시 만안구 석수로16번길 72 , 1층(석수동)",031-471-7120
10056,경기(남),안양시,방염업,섬유류,(주)효성,"김규영,조현준",14080,"경기도 안양시 동안구 시민대로 74 ,(호계동)",031-428-1082
10057,경기(남),안양시,방염업,합성수지류,팔복시리즈,김봉연,14086,"경기도 안양시 만안구 전파로44번길 10 , 2층 1호(안양동)",031-388-3893
10058,경기(남),여주시,방염업,합성수지류,농업회사법인 델텍스(주),안진상,12641,"경기도 여주시 능서면 구양1길 7-39 ,",031-883-1580
10059,경기(남),오산시,방염업,합성수지류,대원화성(주),강동엽,18111,경기도 오산시 경기대로 868-14 (외삼미동),031-372-3992
10060,경기(남),오산시,방염업,합판목재류,주식회사 시온텍,박복수,18126,경기도 오산시 수목원로 46-25 (누읍동),031-352-5241
10061,경기(남),용인시,방염업,합성수지류,(주)현대케미칼,국승걸,17180,"경기도 용인시 처인구 백암면 죽양대로912번길 83-18 ,(백봉리)",031-322-0571
10062,경기(남),용인시,방염업,섬유류,(주)모아세이프,황규호,17156,"경기도 용인시 처인구 양지면 중부대로2670번길 16 ,(추계리)",031-967-0116
10063,경기(남),용인시,방염업,합성수지류,남성가구,정상훈,17128,경기도 용인시 처인구 이동읍 원천로41번길 95 .,
10064,경기(남),용인시,방염업,합판목재류,현대소방,이전호,17057,경기도 용인시 처인구 명지로 39 (역북동),031-338-4119
10065,경기(남),용인시,방염업,합판목재류,주식회사 데코피아,정대홍,17039,경기도 용인시 처인구 양지면 한터로 471-15 .,031-323-3994
10066,경기(남),용인시,방염업,합성수지류,주식회사 디뮤지엄,신재희,16976,"경기도 용인시 기흥구 기흥로 58-1 , 에이동 103호(구갈동, 기흥아이씨티밸리에스케이브이원)",031-548-2830
10067,경기(남),의왕시,방염업,합판목재류,(주)대림소방공사,박성규,16026,"경기도 의왕시 내손중앙로 37-4 , 지하1층(내손동)",031-465-1501
10068,경기(남),이천시,방염업,섬유류,주식회사 매화벽지산업,정희순,17423,경기도 이천시 율면 금율로 890 (),031-643-0138
10069,경기(남),이천시,방염업,합판목재류,가온방재,김덕정,17376,"경기도 이천시 설봉로 14-8 , 1층 13호(중리동)",031-634-1190
10070,경기(남),이천시,방염업,합판목재류,청솔산업,김순환,17313,경기도 이천시 백사면 청백리로 671-33 .,031-634-5328
10071,경기(남),평택시,방염업,합판목재류,덕동소방,이동하,17882,경기도 평택시 평택4로 111 (비전동),031-657-6441
10072,경기(남),평택시,방염업,합성수지류,리빙쇼파 천갈이,강상근,17728,경기도 평택시 지산로 312 (지산동),031-656-6109
10073,경기(남),평택시,방염업,합성수지류,(주)스펙트로,이화순,17811,"경기도 평택시 청북면 청북로 176 ,(현곡리)",031-683-3421
10074,경기(남),평택시,방염업,섬유류,여명벽지(주),이종곤,17794,"경기도 평택시 청북면 고렴길 49-28 ,(고렴리)",031-683-6261
10075,경기(남),평택시,방염업,합성수지류,프로쇼파,손상국,17764,"경기도 평택시 서정북로125번길 144 , 1층 프로소파(서정동)",031-667-0005
10076,경기(남),평택시,방염업,합성수지류,(주)비에스텍,공창배,451-852,경기도 평택시 서탄면 수월암리 960-15,031-611-7230
10077,경기(남),평택시,방염업,"합성수지류,합판목재류",(사)우리들행복나눔 종합가구사업단,송순호,18014,"경기도 평택시 고덕중앙로 320 , 937호",031-749-2200
10078,경기(남),하남시,방염업,합판목재류,(주)동아방재이엔지,정우진,12993,"경기도 하남시 감일남로52번길 43 , 1층, 2층(감일동)",02-6959-7100
10079,경기(남),하남시,방염업,합판목재류,(주)비우이엔씨,이우충,12918,"경기도 하남시 미사강변서로 16 , 에프332호(풍산동, 하우스디스마트밸리)",031-796-0119
10080,경기(남),하남시,방염업,합성수지류,조은천닷컴,장군광,12918,"경기도 하남시 조정대로 45 , FB107호, FB326호(풍산동, 미사센텀비즈)",02-484-6466
10081,경기(남),하남시,방염업,합판목재류,(주)일호코리아,양병주,465-150,경기도 하남시 망월동 662-10,031-792-1290
10082,경기(남),하남시,방염업,합성수지류,빅애플디자인,최은희,12930,"경기도 하남시 조정대로 150 , F동 9층 967호, F동 119호(덕풍동, 아이테코)",02-477-9591
10083,경기(남),하남시,방염업,합판목재류,하우데코,이상인,12918,"경기도 하남시 미사강변서로 25 , 제10층 제10오에프12호(풍산동, 미사 테스타타워 지식산업센터)",031-555-1050
10084,경기(남),하남시,방염업,합판목재류,주식회사 에스에이치한성소방 하남,이승헌,12986,경기도 하남시 초이로99번길 41-50 (초이동),02-433-3833
10085,경기(남),하남시,방염업,합판목재류,라온소방이엔지,김동현,12991,"경기도 하남시 서하남로43번길 167 , 2층",
10086,경기(남),하남시,방염업,합판목재류,나이스방재 주식회사,강기원,12991,"경기도 하남시 서하남로95번길 5 , 3층(감북동, 대성빌딩)",02-488-1119
10087,경기(남),하남시,방염업,합판목재류,에이치산업,최성우,12989,경기도 하남시 초광로 97 (초이동),02-488-0066
10088,경기(남),화성시,방염업,합판목재류,명성종합소방설비(주),"홍인호,이재웅",18428,경기도 화성시 남여울2길 23 (능동),031-8003-2115
10089,경기(남),화성시,방염업,"합성수지류,합판목재류",금빈섬유,황규홍,18523,경기도 화성시 정남면 내향로 240-26 (),031-354-3849
10090,경기(남),화성시,방염업,"합성수지류,합판목재류",(주)예다지,최옥철,18529,경기도 화성시 팔탄면 시청로940번길 42 (),031-352-0117
10091,경기(남),화성시,방염업,합성수지류,덕신소파,이배수,445-350,경기도 화성시 배양동 61-19,031-222-4340
10092,경기(남),화성시,방염업,합판목재류,(주)오엠씨,황경칠,18525,경기도 화성시 팔탄면 푸른들판로 892-31 (),031-353-4380
10093,경기(남),화성시,방염업,합성수지류,제일 쇼파,윤동근,18339,경기도 화성시 기안말길35번길 15-6 (기안동),031-257-7052
10094,경기(남),화성시,방염업,합성수지류,성창피닉스소파,이기곤,18284,"경기도 화성시 비봉면 화성로1616번길 55 ,",031-384-7766
10095,경기(남),화성시,방염업,합성수지류,개나리벽지(주),김훈,18520,경기도 화성시 정남면 관항길 178-24 (),031-352-2278
10096,경기(남),화성시,방염업,합성수지류,(주)엔에스,안병헌,18536,경기도 화성시 팔탄면 무하로 143 (),031-355-1580
10097,경기(남),화성시,방염업,합성수지류,쇼파왕국,김오영,18336,경기도 화성시 봉담읍 서봉산길 21-1 (),
10098,경기(남),화성시,방염업,합판목재류,해강에프앤에이 주식회사,박운철,18279,"경기도 화성시 남양읍 현대기아로 129 ,",031-684-8301
10099,경기(남),화성시,방염업,합성수지류,(주)휴인텍,문성식,18576,경기도 화성시 팔탄면 현대기아로 25-3 (),031-354-5522
10100,경기(남),화성시,방염업,합판목재류,(주)성림임업,이승용,18574,경기도 화성시 장안면 무봉길 110-15 (),031-358-2580
10101,경기(남),화성시,방염업,합판목재류,(주)프린테크엘피엠(아이엠 사업부),임형택,445-872,"경기도 화성시 송산면 지화리 화성송산테크노파크산업단지 9블럭 9,11,13롯트",032-819-5550
10102,경기(남),화성시,방염업,합판목재류,주식회사 에스아이디어코스틱,엄경환,18623,"경기도 화성시 향남읍 발안공단로3길 106 ,",031-681-2151
10103,경기(남),화성시,방염업,합성수지류,디자인마루,김부엽,18347,경기도 화성시 황계길 115 (황계동),031-236-1457
10104,경기(남),화성시,방염업,합성수지류,119방염쇼파,장규영,18282,"경기도 화성시 비봉면 유포길 10-23 ,",031-408-5174
10105,경기(남),화성시,방염업,합판목재류,(주)한국안전기술단,김용만,18529,경기도 화성시 팔탄면 서해로1121번길 3 발안현대공구타운 503동 301호,031-354-4588
10106,경기(남),화성시,방염업,합판목재류,주식회사 샤인,임우빈,18559,"경기도 화성시 우정읍 매바위로165번길 36-11 , 디동.이동",031-373-7878
10107,경기(남),화성시,방염업,합성수지류,라이크가구쇼파,손미자,18335,경기도 화성시 봉담읍 태봉길 14 (),031-292-7573
10108,경기(남),화성시,방염업,합성수지류,(주)에스대우벽지,조한용,18549,경기도 화성시 송산면 화성로 580-19 .,031-489-0303
10109,경기(남),화성시,방염업,합판목재류,(주)크라텍,김기형,18558,경기도 화성시 우정읍 호곡길168번길 74-50 .,031-352-0540
10110,경기(남),화성시,방염업,합성수지류,서정산업주식회사,이상선,18515,"경기도 화성시 정남면 덕절제기길 13-83 ,",031-352-2001
10111,경기(남),화성시,방염업,합성수지류,(주)하나기업,이우춘,18534,"경기도 화성시 팔탄면 터넉골로120번길 13-28 ,",031-366-5050
10112,경기(남),화성시,방염업,섬유류,(주)윤씨네,이미희,18627,"경기도 화성시 양감면 초록로532번길 38 ,",031-8059-3905
10113,경기(남),화성시,방염업,합성수지류,세진테크,이종욱,18527,"경기도 화성시 팔탄면 마곡길 89-10 ,",031-354-8190
10114,경기(남),화성시,방염업,합성수지류,정상시스템,김범희,18516,"경기도 화성시 정남면 괘랑2길 52-5 , 1동",
10115,경기(남),화성시,방염업,합성수지류,주식회사 가이오,여동혁,18269,경기도 화성시 남양읍 신남로 258 .,031-356-3547
10116,경기(남),화성시,방염업,합성수지류,쇼파 킹,유정상,18387,경기도 화성시 기산말길 31 (기산동),031-223-3839
10117,경기(남),화성시,방염업,합성수지류,모던인더스트리,정재경,18279,경기도 화성시 남양읍 무하로 88-10 .,031-355-3600
10118,경기(남),화성시,방염업,"합성수지류,합판목재류",(주)기창텍스,"이재성,이주영",18558,"경기도 화성시 우정읍 쌍봉로 565-26 ,",031-351-7851
10119,경기(남),화성시,방염업,합성수지류,영광쇼파,이하원,18387,"경기도 화성시 진안북길82번길 4 , 1층(기산동)",031-253-0925
10120,경기(남),화성시,방염업,합판목재류,현대소방,이동훈,18244,"경기도 화성시 수노을중앙로 142 , 507호(새솔동, 센타프라자)",031-506-7503
10121,경기(남),화성시,방염업,합성수지류,대성,유봉재,18284,"경기도 화성시 비봉면 현대기아로 814 , 일부",031-355-6617
10122,경기(남),화성시,방염업,"합성수지류,합판목재류",주식회사 예다지,"박용원,박지은",18529,경기도 화성시 팔탄면 시청로940번길 42 .,031-366-4811
10123,경기(북),고양시,방염업,합판목재류,(주)한라소방,전완기,10460,"경기도 고양시 덕양구 고양대로1315번길 44 , 1층 1호(주교동)",031-967-0116
10124,경기(북),고양시,방염업,합판목재류,(주)신한에프앤씨,김귀형,10556,경기도 고양시 덕양구 삼송로205번안길 2 (삼송동),02-3158-1119
10125,경기(북),고양시,방염업,합성수지류,대중쇼파,박창수,10542,경기도 고양시 덕양구 대덕로200번길 179 (현천동),02-3159-9503
10126,경기(북),고양시,방염업,합판목재류,(주)고양일산소방공사,조광연,10359,경기도 고양시 일산동구 일산로463번길 64-4 (정발산동),031-903-9119
10127,경기(북),고양시,방염업,합판목재류,우리방염,기일도,10273,경기도 고양시 덕양구 대양로 295 (고양동),031-758-1119
10128,경기(북),고양시,방염업,합판목재류,신한방재산업주식회사,김병만,10545,"경기도 고양시 덕양구 꽃마을로 38 , 1414호 1415호 1416호(향동동, 디엠씨스타비즈7에스티)",031-962-8119
10129,경기(북),고양시,방염업,합성수지류,진디자인쇼파,김견진,10304,경기도 고양시 일산동구 고양대로 1060 (식사동),031-965-2741
10130,경기(북),고양시,방염업,합판목재류,주식회사 위드방재,유종명,10480,경기도 고양시 덕양구 서오릉로 810-14 (성사동),031-963-7182
10131,경기(북),고양시,방염업,합판목재류,두성F&C,김주미,10550,"경기도 고양시 덕양구 삼원로 63 , F동 12층 1211호(원흥동, 고양 아크비즈 지식산업센터)",02-3159-1158
10132,경기(북),고양시,방염업,합판목재류,경기소방방재 주식회사,이현화,10455,"경기도 고양시 덕양구 호국로 525 , 1층(대장동)",031-968-5119
10133,경기(북),고양시,방염업,합판목재류,거인상사,이치목,10312,경기도 고양시 일산동구 성석로 336 (성석동),031-923-4787
10134,경기(북),고양시,방염업,합판목재류,삼송소방,임관영,10594,"경기도 고양시 덕양구 통일로 140 , A동 151호(동산동, 삼송테크노밸리)",02-358-6911
10135,경기(북),고양시,방염업,합판목재류,주식회사 믿음소방,채수오,10526,"경기도 고양시 덕양구 용현로 9 , 307호,308호(행신동, 대경티앤에스빌딩)",031-978-1190
10136,경기(북),고양시,방염업,합성수지류,준쇼파,이준서,10316,"경기도 고양시 일산동구 견달산로 206-28 , 나동(식사동)",
10137,경기(북),고양시,방염업,합성수지류,주식회사 채움인,오혜민,10508,경기도 고양시 덕양구 토당로78번길 13 (토당동),031-978-0132
10138,경기(북),구리시,방염업,합판목재류,태화방재소방,박정국,11929,"경기도 구리시 검배로15번길 12 (수택동) , 1층",031-556-1192
10139,경기(북),구리시,방염업,합판목재류,(주)화성방염,신은숙,11906,"경기도 구리시 동구릉로460번길 54-24 , 4층(사노동)",031-563-3893
10140,경기(북),구리시,방염업,합성수지류,체인지쇼파,정장희,11904,경기도 구리시 동구릉로395번길 117-60 (사노동),
10141,경기(북),남양주시,방염업,합판목재류,(주)새한이엔씨,김현미,12150,"경기도 남양주시 늘을2로14번길 5  (호평동,샤르망메디칼프라자) 804호",031-511-4119
10142,경기(북),남양주시,방염업,합성수지류,GP가구,이정희,12131,경기도 남양주시 진건읍 사릉로 559-132 (신월리),
10143,경기(북),남양주시,방염업,합성수지류,창진가구,전형순,12030,경기도 남양주시 수동면 남가로 1716-17 (입석리),031-592-3528
10144,경기(북),남양주시,방염업,합성수지류,(주)포시즌미디어,김일진,12202,경기도 남양주시 와부읍 고래산로99번길 28-10 .,031-576-6004
10145,경기(북),남양주시,방염업,합판목재류,주식회사 대영소방,김영숙,12234,경기도 남양주시 사릉로 41 서전빌딩 비동 203호(금곡동),031-594-8807
10146,경기(북),남양주시,방염업,합판목재류,(주)한결,조은정,12217,"경기도 남양주시 경춘로 1245-53 , 3층(평내동)",031-511-7790
10147,경기(북),남양주시,방염업,합판목재류,예호소방,전용규,12146,"경기도 남양주시 늘을1로 272 , 상가동 207호(호평동, 한라비발디아파트)",031-594-5737
10148,경기(북),남양주시,방염업,합성수지류,리더스가구,우영자,12178,경기도 남양주시 화도읍 가구단지중앙길 30-27 (녹촌리),031-594-5692
10149,경기(북),남양주시,방염업,"합성수지류,합판목재류",극동방염(주),주재성,12284,"경기도 남양주시 다산지금로 202 , 에이동 9층 42호(다산동, 현대테라타워디아이엠씨)",02-444-9119
10150,경기(북),남양주시,방염업,합성수지류,소파뎁스,"김순덕,김병언",12071,경기도 남양주시 진접읍 내각1로73번안길 37 (내각리),031-571-4014
10151,경기(북),남양주시,방염업,합성수지류,클린가구,송봉수,12178,경기도 남양주시 화도읍 가구단지중앙길 23 (성생공단내),031-573-3545
10152,경기(북),남양주시,방염업,합판목재류,(주)원소방플랜,김종섭,12224,"경기도 남양주시 평내로20번길 8 , 103호 (평내동)",031-592-9917
10153,경기(북),남양주시,방염업,합성수지류,주식회사 로만,이상혁,12158,경기도 남양주시 화도읍 비룡로141번길 61 (묵현리),031-563-1900
10154,경기(북),남양주시,방염업,합판목재류,한성,조광식,12032,경기도 남양주시 화도읍 비룡로411번안길 9 .,031-595-8007
10155,경기(북),남양주시,방염업,합성수지류,태성산업,이영준,12073,경기도 남양주시 진접읍 금강로유연들1길 72-1 (내각리),031-575-0624
10156,경기(북),남양주시,방염업,합판목재류,엘베델소방153,김영희,12219,"경기도 남양주시 평내로 163 , 3층 301호 (평내동)",
10157,경기(북),남양주시,방염업,합판목재류,예호방재,김지은,12146,"경기도 남양주시 늘을1로 272 , 제 상가동 207호(호평동, 호평마을한라비발디)",
10158,경기(북),남양주시,방염업,"합성수지류,합판목재류",쿠창,"김선희,김수철",12268,경기도 남양주시 강변북로651번길 22-71 (수석동),
10159,경기(북),남양주시,방염업,섬유류,주식회사 비트패브릭,강석철,12178,경기도 남양주시 화도읍 가구단지1길 50 .,031-593-5988
10160,경기(북),남양주시,방염업,합성수지류,제이엘(JL)쇼파,"이종선,정해봉",12047,경기도 남양주시 오남읍 양지로281번길 70 .,
10161,경기(북),동두천시,방염업,합판목재류,성현소방,나성현,11317,경기도 동두천시 방죽로 11  (생연동) ,
10162,경기(북),동두천시,방염업,합판목재류,에프엠119,허영준,11339,경기도 동두천시 어수로 7 (상패동),031-865-9119
10163,경기(북),동두천시,방염업,합성수지류,모컴테크,최해용,11341,경기도 동두천시 삼육사로692번길 108 (상패동),031-858-0214
10164,경기(북),양주시,방염업,합판목재류,성우방수방염,안기종,11435,경기도 양주시 평화로 1787 (회정동),031-857-7474
10165,경기(북),양주시,방염업,섬유류,신한방염,이승영,11499,경기도 양주시 부흥로1267번길 77-7 (유양동),
10166,경기(북),양주시,방염업,섬유류,(주)이에스씨,김기정,11415,경기도 양주시 광적면 그루고개로221번길 144-23 (가납리),031-866-0108
10167,경기(북),양주시,방염업,"합성수지류,합판목재류",(주)빠라베에사,김혜경,11412,경기도 양주시 광적면 화합로 179-17 (덕도리),031-871-7117
10168,경기(북),양주시,방염업,"섬유류,합성수지류",현대에프알테크,장동협,11426,경기도 양주시 은현면 화합로832번길 77-41 (운암리),02-598-6780
10169,경기(북),양주시,방염업,섬유류,우성FR,채경철,11499,경기도 양주시 부흥로1241번길 90 (유양동),031-859-4622
10170,경기(북),양주시,방염업,섬유류,다우실업(주),이인환,11431,경기도 양주시 은현면 그루고개로384번길 69 (도하리),031-867-6012
10171,경기(북),양주시,방염업,합성수지류,(주)서울벽지,윤병조,11448,경기도 양주시 칠봉산로286번길 77 (봉양동),031-847-9119
10172,경기(북),양주시,방염업,합성수지류,극동방염(주),주재성,11451,경기도 양주시 화합로1402번길 32 (덕정동),02-444-9119
10173,경기(북),양주시,방염업,섬유류,에이치케이F.R,김성오,11429,경기도 양주시 은현면 평화로1889번길 200-43 .,
10174,경기(북),양주시,방염업,"섬유류,합성수지류",삼성FR,이남일,11499,경기도 양주시 부흥로1241번길 90 (유양동),
10175,경기(북),양주시,방염업,합판목재류,주식회사 우드테크,조춘제,11432,경기도 양주시 은현면 그루고개로371번길 219-3 .,031-877-2988
10176,경기(북),양주시,방염업,합성수지류,샤론가구,김영중,11521,"경기도 양주시 장흥면 가마골로 161 , 101호",031-966-3334
10177,경기(북),양주시,방염업,"섬유류,합성수지류",한라방염,김기동,11426,"경기도 양주시 은현면 운하로528번길 239-14 , 1동",031-857-1806
10178,경기(북),양주시,방염업,"섬유류,합성수지류",나진텍스타일,김영기,11413,경기도 양주시 남면 삼일로 432 .,031-866-5157
10179,경기(북),의정부시,방염업,합판목재류,한율방염,김미애,11807,"경기도 의정부시 오목로 110 , 107동 105호(민락동)",031-879-6637
10180,경기(북),의정부시,방염업,합판목재류,케이앰방재,고수빈,11659,경기도 의정부시 흥선로24번길 5 (가능동),
10181,경기(북),의정부시,방염업,합판목재류,금오방재,이현국,11685,경기도 의정부시 평화로 674-1 (가능동),031-848-4119
10182,경기(북),의정부시,방염업,합판목재류,세일방염,김세용,11653,경기도 의정부시 경의로55번길 16 (의정부동),031-875-3766
10183,경기(북),의정부시,방염업,합판목재류,백운방재,안종렬,11630,"경기도 의정부시 범골로35번길 66 , 2층 202호(호원동)",031-837-3119
10184,경기(북),의정부시,방염업,합판목재류,하나방재,하인권,11815,"경기도 의정부시 배꽃길 105 , 1차 928호(민락동, 의정부 더리브 센텀스퀘어Ⅰ지식산업센터)",031-872-8119
10185,경기(북),의정부시,방염업,합판목재류,주식회사 에이스방재,김형석,11673,"경기도 의정부시 시민로19번길 10 , 401호(의정부동)",031-872-1191
10186,경기(북),의정부시,방염업,합판목재류,신성방재,안민호,11808,"경기도 의정부시 오목로 117 , 104동 303호(민락동, 민락e-편한세상아파트)",
10187,경기(북),파주시,방염업,합판목재류,시온건설전력(주),윤종윤,10944,경기도 파주시 앞골길 213-14 (아동동),031-944-0159
10188,경기(북),파주시,방염업,합판목재류,경도방재,양성윤,10945,경기도 파주시 월롱면 통일로636번길 135-161 (영태리),031-969-7182
10189,경기(북),파주시,방염업,합판목재류,주식회사 나무이야기,라석제,10839,경기도 파주시 파주읍 윗가마울길 24 (부곡리),031-953-8682
10190,경기(북),파주시,방염업,합성수지류,정진가구,표병수,10858,경기도 파주시 탄현면 새오리로286번길 200 .,031-942-8944
10191,경기(북),파주시,방염업,합판목재류,경도방재,양성윤,10846,경기도 파주시 탄현면 축현산단로 88-25 .,
10192,경기(북),파주시,방염업,합성수지류,GNS벽지,이상기,10809,"경기도 파주시 파평면 파평산로440번길 56 , 3동",031-837-1020
10193,경기(북),파주시,방염업,합판목재류,(주)보미,김용호,10952,경기도 파주시 광탄면 보광로1100번길 19-29 (마장리),031-959-5704
10194,경기(북),파주시,방염업,합성수지류,탑디자인,박종래,10864,경기도 파주시 오도로 4 (오도동),031-901-5225
10195,경기(북),파주시,방염업,합성수지류,(주)비에스글로벌,박문금,10839,경기도 파주시 파주읍 윗가마울길 38 (부곡리),031-952-7006
10196,경기(북),파주시,방염업,합판목재류,(주)두성에프엔씨,오승만,10945,경기도 파주시 월롱면 통일로636번길 135-161 (영태리),02-3159-1158
10197,경기(북),파주시,방염업,합성수지류,주식회사 신일프레임,노상철,10844,경기도 파주시 월롱면 휴암로117번길 45 (덕은리),031-945-3320
10198,경기(북),파주시,방염업,합판목재류,주식회사 태영에스앤디,안태화,10954,경기도 파주시 광탄면 장지산로 394-3 .,02-3143-6081
10199,경기(북),파주시,방염업,합판목재류,서원에프앤이,김미혜,10945,"경기도 파주시 월롱면 통일로636번길 135-161 , 2층",02-419-1119
10200,경기(북),파주시,방염업,합판목재류,케이에스방염우드 주식회사(지점),주인철,10954,"경기도 파주시 광탄면 혜음로883번길 39-15 , 2동",031-533-0119
10201,경기(북),파주시,방염업,합판목재류,주식회사 라자건자재,주인철,10911,경기도 파주시 상지석길 318-38 (상지석동),031-949-6080
10202,경기(북),파주시,방염업,합성수지류,중앙벽지주식회사,김성길,10809,경기도 파주시 파평면 파평산로440번길 56 .,031-953-2811
10203,경기(북),파주시,방염업,합판목재류,주식회사 올데코,백정안,10953,경기도 파주시 광탄면 보광로 622 (영장리),031-943-7766
10204,경기(북),파주시,방염업,"합성수지류,합판목재류",클라임테크 주식회사,홍두표,10846,경기도 파주시 탄현면 축현산단로 56-18 .,031-957-2030
10205,경기(북),파주시,방염업,"합성수지류,합판목재류",주식회사 오션드로우,김고성,10910,경기도 파주시 운정로 146-39 (상지석동),031-948-1235
10206,경기(북),포천시,방염업,합판목재류,(주)한진무늬목재,김순영,11167,경기도 포천시 가산면 정금로162번길 6-22 (),031-531-2231
10207,경기(북),포천시,방염업,합판목재류,극동방염 주식회사,주재성,11158,경기도 포천시 자작로4길 49-32 (자작동),02-444-9119
10208,경기(북),포천시,방염업,합성수지류,충남쇼파,김용남,11184,경기도 포천시 소흘읍 호국로 370 .,031-821-4077
10209,경기(북),포천시,방염업,합성수지류,중앙상사,정병호,11167,경기도 포천시 가산면 오성길 43-8 .,031-544-8465
